crop,rainfall_mm,temp_c,humidity_pct,nitrogen,phosphorus,potassium,ph,yield_t_ha,record_type
Rice,2449.3566833371056,27.88515868410414,94.92162942973523,120.78234660513391,41.47352284937258,33.39175668165757,5.698543874129669,4.194580599866541,bundled_calibration_sample
Rice,1106.7847125083345,26.818219016753822,71.15844000774447,91.2183633121594,65.05327243525315,32.51878752907961,5.152795813057448,4.160936051814079,bundled_calibration_sample
Rice,1392.3909112771742,27.99112786503585,92.59373788411706,69.0481911107511,57.43084480448748,34.2892697673248,5.113715412485248,4.527705490285784,bundled_calibration_sample
Rice,1542.376658759264,21.534509035848657,70.66182979403868,79.8358538227315,38.8594551523937,42.268097664649744,5.97210230861345,4.9304618976682875,bundled_calibration_sample
Rice,2528.443009546667,22.995466348605323,73.75417869607698,124.69045551029885,18.48427599333166,52.67993190155293,6.2714423493718465,3.8549425325771773,bundled_calibration_sample
Rice,2087.0717878750725,28.435553854848454,57.65823502982177,100.9915488539345,30.442297425766284,36.907548933099065,6.660038491886281,4.659071280649473,bundled_calibration_sample
Rice,1401.7158480486369,29.230304685587633,58.99618551930756,86.68538573033214,50.546688160249666,58.535701591399686,5.66781143420601,4.311790659222214,bundled_calibration_sample
Rice,1724.8355394923165,26.06158983596297,74.42907231967385,102.96243165986496,32.131752916012815,35.12316467370253,6.120804738488278,4.275334031899595,bundled_calibration_sample
Rice,2476.221746853835,30.33960571097287,77.92246348541406,86.23879784888705,36.21165782051736,41.433178081062785,7.80834799748444,4.2687701321333344,bundled_calibration_sample
Rice,2595.178141009167,34.05915517555728,92.64581592314565,67.4973009791234,45.014482380472735,17.311791649490814,5.14281310112293,4.0961398787295575,bundled_calibration_sample
Rice,2246.5192371941775,30.33305872762075,64.85107729968595,74.97971305209407,21.017276541346803,45.7977629832444,6.43530349297781,4.357225221456025,bundled_calibration_sample
Rice,1724.2276627927472,23.935707440946974,92.17733375426323,96.62872977640242,27.2923628708946,44.251699566104776,6.004606593995194,4.27147479267821,bundled_calibration_sample
Rice,1751.570777774345,36.701479592899396,56.00450969806249,72.16012749360088,38.71747137497814,64.34033889770585,6.5840385023814285,4.52192554699818,bundled_calibration_sample
Rice,1745.1133037813474,34.67823621104859,66.15257975054128,105.5317520827096,42.926549631909886,52.62502590811113,6.486179980811326,4.112102763755001,bundled_calibration_sample
Rice,550.1341153972267,35.68947592426086,73.29663153043096,54.21792957167415,43.744457020470634,80.51125889890415,7.464040625236554,3.8566625665067367,bundled_calibration_sample
Rice,1254.2543656294151,27.560834075142786,69.20054098584558,144.50512788261713,25.939018376819302,32.36395130880653,5.360371174497393,4.281170119482938,bundled_calibration_sample
Rice,2456.9269360370017,29.788144588177758,55.03922438917496,115.79310313784653,67.21981615296556,47.18958897644515,5.970556730181949,4.139691651877393,bundled_calibration_sample
Rice,1926.3023182957163,26.72667739835119,68.33996113430426,116.81407916661465,40.40893773389269,57.1937049532967,7.288186722252998,4.336668160769488,bundled_calibration_sample
Rice,1090.524595271936,30.470691261813734,51.414732718334264,91.516885301791,59.48176287571124,40.91263584065244,5.720046458488025,4.412780109150496,bundled_calibration_sample
Rice,2320.7318455230425,26.965505664790484,83.45761944726118,70.065442776595,5.0,51.932720131298076,6.003818987120643,4.447910604518418,bundled_calibration_sample
Rice,2103.5993010864167,29.181151561824684,72.73676596073356,118.56908295775011,22.0866606768569,34.88196707474924,7.945583932128074,4.250862789388258,bundled_calibration_sample
Rice,1994.1518268699238,26.479986597137227,61.564029816102945,77.01142529819356,63.56547122074327,41.15927172098319,7.219843017681685,4.259441050593477,bundled_calibration_sample
Rice,1052.1845247335445,20.231506978895297,78.35771105922386,105.42063796110621,50.12218480613418,37.558840564007134,6.3108453251297325,4.510069428795018,bundled_calibration_sample
Rice,2519.0787487694865,29.565484052227852,88.8560276964619,109.53017991389403,60.511033917219166,26.124018471160717,5.914644159714261,3.9438277385373834,bundled_calibration_sample
Rice,1343.1103620507436,29.42772668552426,92.51207999298644,67.00457965543151,32.42947580898649,39.107117591741925,6.032134328104184,4.466063067739512,bundled_calibration_sample
Rice,1029.0836245063779,29.51606396974572,75.24497071181521,42.862935374278656,16.707469739096517,33.1391115440447,7.349473291277317,4.1666104375929365,bundled_calibration_sample
Rice,1927.8175971137957,29.607951080008416,67.18262395616519,94.52476576641698,15.645077722950287,47.07660654842635,7.6794790363356515,4.0093239606683815,bundled_calibration_sample
Rice,1517.7752632326954,33.3372715070922,85.68544472011763,62.603701754897045,34.61427346125642,34.90017553275407,6.640410867146698,4.773550928856396,bundled_calibration_sample
Rice,2777.8058960322696,20.10673943821896,82.8487176335518,121.30817865067507,43.24287235612222,25.393039513893896,4.390316231063313,4.198046046678489,bundled_calibration_sample
Rice,2895.64353984195,32.6026086234059,60.96718271016566,124.79669900772919,60.200969535269685,56.30852677030111,5.844209707898461,4.17422888013752,bundled_calibration_sample
Rice,1930.9209459090073,34.966483227903915,66.56500495050324,85.17124200832197,31.171811982354072,48.293038371395234,6.1769448878889035,4.355939782313378,bundled_calibration_sample
Rice,1805.3186606316408,34.59909715123398,54.953711010385824,116.05523631097917,10.858901131369961,61.26235211259247,5.781052741675615,3.913599973258475,bundled_calibration_sample
Rice,2011.8797762029108,27.29168626857113,81.28737659213705,99.55465913541298,37.65490035428443,50.61871740311708,5.902577530694258,4.608088451872584,bundled_calibration_sample
Rice,2133.2589423292934,25.958006685672512,87.82562626633633,78.18922778798141,31.299519620030136,35.45697012786472,5.173592613790334,4.688591725188787,bundled_calibration_sample
Rice,3049.21800179193,28.093014288917388,59.2102245360976,78.07108052693904,20.947937982044145,36.79368605052094,5.6795790335061636,4.394085859428343,bundled_calibration_sample
Rice,1913.559396210874,26.39049617761889,82.75354116676215,46.6685052104206,36.57609638600244,50.465538411950604,6.773960005495976,4.326956380865775,bundled_calibration_sample
Rice,1359.727814895742,29.850293667834222,82.42442647877695,115.83218358263426,32.95383066065398,54.49898063592956,6.629258979048819,4.17011701557613,bundled_calibration_sample
Rice,1298.0734481075194,27.895500047228445,74.91377044901955,106.41227067978957,23.64149311730694,31.00887163494025,5.795308663135254,4.278091395136675,bundled_calibration_sample
Rice,1380.5634749756991,28.946537113217705,53.36547252459859,84.45208626457453,32.51806204880632,53.272669356164556,6.303041048698071,4.451149647188084,bundled_calibration_sample
Rice,2098.521041504872,24.382019363786554,91.20628270112786,41.734836188353476,41.35342828943064,48.422097414586446,6.008978936860748,4.09171640762102,bundled_calibration_sample
Rice,1770.9691115296398,32.357816612682555,77.32624295324648,49.002114366525916,49.239677399778955,46.760275786901616,5.735406508977537,4.369818976451448,bundled_calibration_sample
Rice,2576.9614405911493,28.21200124974964,89.89170849218365,81.48684819820598,40.763418199630934,33.97099444024259,7.39979041908248,4.472007536448846,bundled_calibration_sample
Rice,2394.369838489525,36.638365567338305,71.74653462491517,80.2504592671575,64.85997376906825,17.84038754899287,5.969639731797698,4.213216567410652,bundled_calibration_sample
Rice,2026.887743018217,33.15120904889637,73.9570750073592,63.34239391969054,24.498230124007257,26.73455804303682,7.683618754454911,4.173722021412955,bundled_calibration_sample
Rice,2098.2417725881046,23.768467745916876,88.44005219525269,60.420417587747195,41.57108538115112,40.31630362659665,5.165791452015483,4.75188105487163,bundled_calibration_sample
Rice,2562.0733505891444,22.65713491177113,73.08925587238815,90.15896003940128,37.73100084224504,49.937144314668785,5.948067922206707,4.391408200611088,bundled_calibration_sample
Rice,1448.7570422083866,27.476862406481537,76.84375612419953,77.47755058371605,35.50977396717139,26.613285917282674,7.283672277522414,4.391082342706281,bundled_calibration_sample
Rice,2141.049744490382,29.074025612190145,85.25960028186277,60.911669683020264,31.530749029975468,16.230973001747202,6.919616251993201,4.423881441518257,bundled_calibration_sample
Rice,1704.7106298372564,28.28514335134908,64.814720504005,118.36872453950508,14.763295953984617,21.452924193299133,7.128063721301977,4.041878175827866,bundled_calibration_sample
Rice,2210.692355421014,25.840029308361586,70.64964559638045,106.88704884741726,51.39406782665578,42.10126359834339,6.1716196118942515,4.532023653589489,bundled_calibration_sample
Rice,1467.6711015659835,29.304574288291853,69.78129151685101,75.69502452736089,37.92045860396667,27.02360501490564,6.089311732216925,4.223842478374428,bundled_calibration_sample
Rice,2203.955292715681,26.705882648704545,70.69547970611934,81.9599558060066,33.59890451847631,46.07921509941534,5.737946446669996,4.452060681146438,bundled_calibration_sample
Rice,1789.2344255935861,24.26015336794258,75.24325321545051,79.84895388786957,45.29116590460799,55.82055393681859,4.413731071106868,4.663450456667337,bundled_calibration_sample
Rice,1836.2280481163425,24.72991573169609,86.96174201426506,43.53022791882956,40.83217162683511,8.720384879149815,6.237898860571529,3.999621105047832,bundled_calibration_sample
Rice,2075.07948730873,28.2819766905529,85.64930535616577,63.47934700090491,36.48875569990271,33.17979408928489,6.890561944346623,4.299084856196397,bundled_calibration_sample
Rice,825.8521168276636,23.018489524105856,64.43348317509277,111.21234927714801,45.97282062505282,38.65390959087633,7.168572402848152,4.0883291042180305,bundled_calibration_sample
Rice,1424.6114789204805,33.343646198116,84.90150127435584,77.78058265467304,35.03329326657656,33.44486516922494,5.780627911933716,4.3165888936069,bundled_calibration_sample
Rice,1004.3260416875969,29.053575407296883,55.31935037673266,72.32875514724704,62.24776243738167,37.73386454921147,5.655424731911063,4.247944816444487,bundled_calibration_sample
Rice,1256.134852379824,29.607226743379794,65.68725576916876,107.86930457054113,20.71265608085589,65.67332730362526,5.971262857224353,4.163151597470277,bundled_calibration_sample
Rice,2643.0237931278607,30.856960769349033,60.92645067021308,96.42414328799833,49.91878173393622,37.813867869826986,4.744103125221121,4.586603030529197,bundled_calibration_sample
Rice,1113.5410205795515,26.951415666575144,59.80598615040303,74.23182875527283,64.84138316363818,42.64754487602432,6.536119521203255,4.616509878316981,bundled_calibration_sample
Rice,1537.8574181039587,28.165487039697,86.39495814313955,64.031496060288,64.56975119662188,44.479257159922106,5.369314190141655,4.122943508773755,bundled_calibration_sample
Rice,1990.2985323206985,34.672754840869935,63.70044479680331,73.78423677466587,30.187178933128322,71.06842331074293,7.459437426076656,3.8829464429683993,bundled_calibration_sample
Rice,1838.3623308813912,27.16876870165904,63.39590483781069,40.838427932155476,30.951795151034155,28.197471734642242,6.06597786755026,4.454972648906085,bundled_calibration_sample
Rice,2086.4442161554703,29.500165831306994,71.88054873735622,54.736353750602916,32.89394439091903,26.776893400054625,5.32924573712914,4.50795667194384,bundled_calibration_sample
Rice,1634.1334487590748,25.09194870193648,88.88683755293252,99.31343169528114,46.07950786276175,45.7563687661667,5.916232299444161,4.2398015791085495,bundled_calibration_sample
Rice,808.3516907635131,26.545805445458544,77.82274164265407,39.09111391385324,42.037481648870475,55.44218430120488,6.538576466056719,4.122852875671145,bundled_calibration_sample
Rice,1648.1919033870563,30.036106317204663,78.95681933732895,95.93948700912384,55.7584475148134,41.404577675655055,6.0744924241464675,4.299814502463505,bundled_calibration_sample
Rice,2464.2795612431314,27.215988138268273,73.28064434929078,100.15195859048232,29.06010780591639,51.65442809666624,5.587137167587611,4.3422776285372615,bundled_calibration_sample
Rice,1215.9251652715348,25.71799283396303,77.37932036250973,99.32523544739246,16.446379321144125,43.3175788554972,7.89563466640178,4.074868547961473,bundled_calibration_sample
Rice,2467.7263469283607,30.428641279052854,80.47249140660303,59.88865423003995,35.809644010657415,46.4227771113602,6.15781793270022,4.65309478901387,bundled_calibration_sample
Rice,1739.065051864398,22.668011595233,63.824951878424514,110.76739389062686,26.82206116623756,44.23472660283298,6.155432844202326,4.579465684395677,bundled_calibration_sample
Rice,2235.6473516840097,27.79480537889262,64.86342181957058,76.13124983121313,8.976208241029727,42.31010282335178,5.2058901908523225,4.431017429005887,bundled_calibration_sample
Rice,2128.7262536686435,29.308318531277756,80.258569389345,80.85145232956623,23.642280944808718,45.25776815778384,6.054776756373988,4.341862297787918,bundled_calibration_sample
Rice,1853.7090728602486,33.97580943998821,71.7332122911655,57.72527052460288,13.166917040343627,44.22136317031733,5.115877606102883,4.357137802036012,bundled_calibration_sample
Rice,974.045155109147,31.694800487255538,70.65512485806113,69.78180893683542,60.10310542963269,26.958913622682523,4.833986002708192,4.00458640187753,bundled_calibration_sample
Rice,1996.3483077065594,30.843749650846096,74.91331090856224,76.83072099258716,46.403321345919736,32.53774134961664,4.909880905839264,4.80314969499717,bundled_calibration_sample
Rice,930.6470888036503,23.519169192712603,74.96468871089904,83.53541480753732,29.72283481850436,44.67700776972829,6.209633062750305,4.351418632848613,bundled_calibration_sample
Rice,2973.80396090031,33.32909923112516,81.86328849091547,176.05270382247247,24.657188880999414,35.24092283495526,5.057284396920067,3.6866397933497828,bundled_calibration_sample
Rice,1351.0631592897148,28.17051738149863,63.506652478671754,33.579571943924805,47.087223088830015,55.43433139325422,4.915273674566501,4.285390987539153,bundled_calibration_sample
Rice,1500.996059099091,28.087289071129756,69.69691851309324,55.681344049847155,17.838248083083005,30.535763918473734,6.617585139565339,4.118414131190355,bundled_calibration_sample
Rice,2518.867668437427,34.624965587445914,68.68864938703092,71.26994514116491,35.53908526879105,50.394975280554924,5.12019990949922,4.769595910569753,bundled_calibration_sample
Rice,1185.1922548908642,30.61482287085062,89.89332488065345,54.50595519023338,36.50475081888491,44.63636988758281,5.908271658116075,4.645786816594572,bundled_calibration_sample
Rice,2249.1786929310674,23.42451969319628,62.78379364619252,110.95027776245473,52.34894534201139,33.966926983120885,6.305049178928782,4.469192480016455,bundled_calibration_sample
Rice,2858.173909803415,35.13761404195992,69.15327080662232,97.6328191826902,53.58445583453265,34.640146092036005,5.607388729012452,4.566844477494395,bundled_calibration_sample
Rice,1668.6975151852014,31.648620907410347,69.09689766091046,112.54260771438791,19.67437117991522,40.20747099911716,7.174003150723836,4.286330469528559,bundled_calibration_sample
Rice,1591.3897745046725,35.207390190515596,82.56556622241249,56.112332144988926,36.013978118666714,53.44938659513864,5.922263669396326,4.584442074701848,bundled_calibration_sample
Rice,1429.8385181286187,30.027816952396485,68.81451230875753,54.32631685481557,53.95734520434935,33.88170013590418,6.2163309890482275,4.554011333356804,bundled_calibration_sample
Rice,1651.655199105684,31.165287004333138,42.8236599095313,65.50998288297521,40.472256515532635,28.566824262923344,4.389039757204911,4.164198773503015,bundled_calibration_sample
Rice,1624.1058233646897,23.92355454900548,71.96965662248492,94.89838634243898,34.59979134925871,24.22778971035278,5.763259519458228,4.23921798961572,bundled_calibration_sample
Rice,1777.2148936421527,26.867510014371376,74.46969641956126,89.51692348339657,28.285548028144156,27.750891929643508,4.687769867616296,4.628783533570766,bundled_calibration_sample
Rice,844.7680637757743,26.945715504354965,75.0822193077843,79.5077733459171,57.805490721157696,20.967386870527687,4.8781338891562385,4.21007820392923,bundled_calibration_sample
Rice,1128.5038921412602,27.311184147434407,73.19493493988617,71.65068145629536,33.875293781295305,6.848132640525641,5.150031384761632,4.151756570084653,bundled_calibration_sample
Rice,2036.5182103632483,26.040317625775774,61.17055159708481,39.819765645254535,47.93800750983644,30.323441995899564,6.980408803332449,4.197522918809049,bundled_calibration_sample
Rice,1562.101722968755,21.64298763938854,76.91795939303867,112.86668964013344,47.534693171332236,78.85714301582792,5.8367687546161555,4.171129323694909,bundled_calibration_sample
Rice,811.8403994916988,26.400092962360358,76.87173094885114,41.291598433106685,21.52211899961155,46.82627588980369,4.8623549251356275,4.388083984081519,bundled_calibration_sample
Rice,2724.41508088805,29.951562090097887,72.3392285047002,99.2234377378396,52.48338169263965,19.21872070929272,6.78415288857276,3.997329760596933,bundled_calibration_sample
Rice,1343.1135124918583,34.832273341583466,84.82442230885616,67.01628361929036,46.07351717047108,36.295392592374085,5.544668374693593,4.479538109636116,bundled_calibration_sample
Rice,1739.0632559478295,30.947687729994758,93.40069582431694,111.33384716357995,28.79821595735762,47.55326421287464,6.089579269302042,4.202099038617221,bundled_calibration_sample
Rice,2265.4035048622695,23.327849719196358,67.38720444926417,88.89279294568931,44.809297387241585,32.95232114668102,5.433415862513512,4.459641609288712,bundled_calibration_sample
Rice,1332.8752988532426,28.297590230052347,62.999125026131715,101.3924011210804,39.50851448433804,58.576593179443584,5.52027064639514,4.252824137530637,bundled_calibration_sample
Rice,1634.6226285099121,22.651038222900254,68.75285455623545,71.88586241019603,28.229575040236437,30.70216435171572,5.99107834035531,4.691417383463934,bundled_calibration_sample
Rice,1519.8414104655092,34.70018429485802,67.56428758517256,56.69373891907762,26.50808209075278,31.033652215193932,5.51215483319222,4.41762638822262,bundled_calibration_sample
Rice,931.5230495429051,30.84676247684553,62.80485307016011,58.94804239183459,35.00553994726191,52.865936869526955,6.994822281808765,4.435639580777255,bundled_calibration_sample
Rice,1722.5967475053285,26.341212342366255,70.26747255358691,86.13924116166405,46.084842585531746,6.89868871838226,7.3380188317405075,4.207425523878696,bundled_calibration_sample
Rice,1377.3713410394187,34.19182141838814,65.06101518492122,127.72681798383718,16.951852848848134,42.640178588102664,5.931372608535392,4.32117577239483,bundled_calibration_sample
Rice,1600.837696754273,29.61205964041156,80.46639203981782,129.6566853025421,34.695426086627755,34.22725449639264,5.893098775171546,4.610052597492609,bundled_calibration_sample
Rice,177.0807445730568,29.232381822907463,65.83301245961735,75.85305291106194,26.272249258780448,36.788770465633284,6.035559458954315,4.37736426875131,bundled_calibration_sample
Rice,1395.806566587499,23.504236305801253,85.64239814486389,94.51937938859669,45.879745236098074,66.25293827997025,4.208622647435583,4.159646644102669,bundled_calibration_sample
Rice,1935.3490841430585,30.340392768678274,71.33695182545634,98.45523465626414,49.14548997132608,34.1466148197937,7.4435276542750435,4.300549990630095,bundled_calibration_sample
Rice,2630.0627834592033,35.14633148152049,71.01976439088227,123.8198359656651,55.33528989942799,49.26317135400992,6.921988415549393,4.2379157130496425,bundled_calibration_sample
Rice,2221.844248851142,27.600264824929788,50.38068494186294,100.51117307875529,47.48162185954882,50.93819637887836,4.791529843024004,3.987310767133276,bundled_calibration_sample
Rice,1167.5401567107665,28.263040045760416,77.50975972733659,60.96307692404723,50.06873412503492,63.96975313911423,5.935021446537464,4.0084558276109385,bundled_calibration_sample
Rice,1407.2915129103383,26.106464497520196,63.23937994124677,76.65151134674072,33.33869920604889,44.959708010206526,6.784096477340126,4.322953865530124,bundled_calibration_sample
Rice,2112.6789546866194,24.54815981500544,67.38519049468957,75.64107265518165,38.47547895472785,42.191428185595456,4.972773271320821,4.393570260281948,bundled_calibration_sample
Rice,1335.4346531276735,26.66974486051202,73.48203369396609,62.63604790208602,45.48625813939664,65.25220225390076,6.054426147384418,4.187116234989166,bundled_calibration_sample
Rice,2484.9496447756605,34.59910970431306,95.16492244018045,88.30132334843145,45.329393798675106,39.96741679103242,6.029589595598985,4.612550265570216,bundled_calibration_sample
Rice,2102.99459674186,28.65578477488934,75.28465403694334,61.72057201932709,36.45867031083031,47.08492363032786,6.15393925212974,4.214690722029184,bundled_calibration_sample
Rice,1713.768419406967,23.313600670123655,74.68408849907166,85.37987137768567,24.877590871047552,51.73387688383906,5.045016799991446,4.667751884442474,bundled_calibration_sample
Rice,2177.0638163913372,34.46713368826155,79.79996307453978,56.94380176291115,8.132440540409952,48.60132719166576,6.683893570903561,3.8870329615030856,bundled_calibration_sample
Rice,1177.372221120959,28.512432772944994,70.37225569081745,88.43525158614754,37.31227895845091,55.314984648914574,5.102378483546414,4.198848717573032,bundled_calibration_sample
Rice,2129.3532781639706,27.148825471341052,89.26568313815775,73.2070557380679,55.732514947739155,39.46875023717178,5.28910763913053,4.468423988365691,bundled_calibration_sample
Rice,1544.5781757010689,26.920585133716198,69.04268483526646,54.44624032017427,22.19943001309114,38.377221235282214,4.430590326612644,4.217521691646902,bundled_calibration_sample
Rice,1360.0063389494749,28.47067214110207,84.19569666909113,87.64762358583474,51.1642518219255,47.596023307403804,5.165718710620736,4.570119170426984,bundled_calibration_sample
Rice,1519.045466150014,29.569631039834675,78.36605271136753,85.56644137715011,35.068205619804324,57.23020480436805,5.854307749173414,4.635961556389046,bundled_calibration_sample
Rice,2282.544647170082,23.213703667440207,70.29874516690617,71.35969095301792,48.600913942001064,48.306752629425475,5.304277008545881,4.584835097458293,bundled_calibration_sample
Rice,1752.0490508432902,20.270917985146607,70.1517654467956,60.75574510353264,32.97116352700155,32.18675027750546,4.0,4.268255537297444,bundled_calibration_sample
Rice,1564.6054809133154,28.296114669158037,79.8180459133536,59.764095494725964,41.323213607866315,23.328449288406734,6.453528613106803,4.598444046000892,bundled_calibration_sample
Rice,2619.3598651641287,19.40011518175759,80.86281376191613,76.3135968050455,37.69339890300298,61.724213909821344,4.947064942089824,4.156897780849933,bundled_calibration_sample
Rice,1287.9560383543594,30.532455776320162,89.39279967421429,101.74577890349155,65.83042250670402,40.99143976692464,5.722744417312722,4.348206589963879,bundled_calibration_sample
Rice,1493.9956073118108,29.240099927773134,73.29489213915879,79.56472055490187,31.09325455056777,29.76396285910146,5.844364605975589,4.418835995998028,bundled_calibration_sample
Rice,2001.2162018073932,26.8193487557389,57.614576882988004,75.55498814017449,47.085982573544506,42.43148855829566,5.677479362666581,4.622353262410466,bundled_calibration_sample
Rice,1541.14110407115,25.28219120240707,68.81898825234653,60.89109588912303,43.64163120142518,40.195402404081044,5.17588571980723,4.518613007013464,bundled_calibration_sample
Rice,1469.9265058772355,26.800357349786598,90.03187904674164,83.18540443273828,52.3186822768437,43.6139655865398,4.758464343915883,4.530956110189448,bundled_calibration_sample
Rice,2232.2270850171717,28.1570317485204,76.33661176287228,79.20838471005216,51.40854073142607,61.19690860415341,6.4429388037871265,4.159645014827179,bundled_calibration_sample
Rice,1795.8810342398967,23.62876891613185,85.87508713075835,79.92011503815701,41.7121601136873,35.35450986934225,4.409811078536298,4.741449768218141,bundled_calibration_sample
Rice,1856.9839666208854,28.196208386208614,92.86385107075199,50.29904741571518,32.34386016368456,36.64899220390118,5.205170196310086,4.155757231197198,bundled_calibration_sample
Rice,1176.3125329745485,31.373932993865903,76.18120146746735,46.30934196702885,54.17106863350016,14.982609375658157,6.3693713121753035,3.8783296429980747,bundled_calibration_sample
Rice,1988.1043073048402,25.623152815599003,64.4599342642214,62.4999601398783,46.719948906682504,33.856533069135125,5.457743482044385,4.269048405475777,bundled_calibration_sample
Rice,2184.0153151699724,26.11453354759997,74.66963523660641,76.52179305090915,27.935630797382146,56.74299500854078,4.177215930377501,4.398487059215394,bundled_calibration_sample
Rice,1916.2978202787808,25.412738892198263,79.09576373637552,45.386401162359576,27.022856115282543,35.52836690238974,6.4430866260077115,4.504813286303547,bundled_calibration_sample
Rice,1454.9676262897922,21.56912936903147,75.63170374137532,52.1075903354839,54.66512806525341,32.42931499115649,6.056871529825832,4.3906285618282785,bundled_calibration_sample
Rice,942.1031259951876,22.5899361661357,70.93166309110121,105.15423059041245,45.75375373969826,36.657682722163685,5.655492166442718,4.183080594922599,bundled_calibration_sample
Rice,2181.8796124765536,24.692844982658727,74.59475012263034,82.60719552319065,42.51166727404054,35.54447032129103,5.725520822720052,4.85260858107591,bundled_calibration_sample
Rice,2233.8493923832743,23.813683897916015,63.641796671088095,37.26188303606744,32.41019119372192,51.10191864577586,5.958433872881394,4.4691492587899235,bundled_calibration_sample
Rice,1370.8614117287252,26.04365819709093,67.67112495773087,82.23311524959892,45.536981160928406,42.26800682048347,5.525228544500359,4.867938321374551,bundled_calibration_sample
Rice,1250.1915651772963,33.06073068737396,68.72450994900201,80.3894549624017,53.73491515998097,25.545387028060897,5.985224540515315,4.195467984037105,bundled_calibration_sample
Rice,2007.560703903989,25.815731263198433,80.96072739314532,92.61898215433403,21.551697586327037,26.967382233929655,5.358562244450873,4.39602700455843,bundled_calibration_sample
Rice,1982.5145928546606,28.688529640107614,71.37230528658328,73.85106030533021,21.540390231112973,61.641209140276786,5.381546970933521,4.1514944945747985,bundled_calibration_sample
Rice,1106.881081111218,26.15955783529087,72.20179030120109,134.3097514840295,35.938644671689005,27.89504671872384,4.7083364212266305,4.243601165182439,bundled_calibration_sample
Rice,2203.8786254343568,26.744744622036286,62.09108478197656,94.741693137037,22.41953380244755,49.98340885153556,7.040886463326292,4.440961139122038,bundled_calibration_sample
Rice,928.642879103044,22.541716501545153,72.57335539845383,91.23121305843753,34.75484368766829,46.13366303726163,5.294289712740892,4.325296696932108,bundled_calibration_sample
Rice,2372.6350104194767,26.56882238240266,75.81492576919273,123.69250745853043,51.50820164329007,57.68385478938134,6.4520485181836165,4.363651450337931,bundled_calibration_sample
Rice,2330.8098929414746,28.793201015886947,73.11124790471699,117.32409491427191,48.46018282866765,49.129022198888954,5.25726923188314,4.118929996443923,bundled_calibration_sample
Rice,2228.7861852397473,22.24850327705665,77.22465897072581,55.65944918217115,45.0255651235612,35.79241175174178,5.529023105936272,4.444271178374275,bundled_calibration_sample
Rice,1374.349092015685,26.610947093805052,91.54182332700483,89.97860679110461,31.503531195091533,61.67103268777008,5.01492264055973,4.294557862095738,bundled_calibration_sample
Rice,2028.2207579697779,24.83582953748657,98.0,59.77278616863671,42.483243198126715,28.449523620320704,5.209557595805234,4.621656622037819,bundled_calibration_sample
Rice,2221.749801444403,30.816572313558456,58.25984066196652,94.83686963160308,23.53840871320845,19.798498088874382,6.411065537237295,4.248979823724735,bundled_calibration_sample
Rice,2631.1654881729523,32.46231550335929,79.96095685108776,81.68211301723044,29.818035956848213,45.985353851800944,5.446257370291801,4.449392488305882,bundled_calibration_sample
Rice,1569.611473955462,30.568348248826588,72.61208114363558,87.177209296416,44.17543053217912,40.706316313538224,5.257329794253199,4.61635812334476,bundled_calibration_sample
Rice,1914.1609862241585,40.34326133213146,73.2761980536263,124.39113475004753,29.695901420435238,26.675234540989067,6.1421160298138675,3.797843016052475,bundled_calibration_sample
Rice,933.7224936679726,26.34052327036077,93.68118919057082,66.80115330606036,36.14863711485016,26.574871564517235,5.8473662648681435,4.079606340981028,bundled_calibration_sample
